"Sample size","Time (EA)","Time (Evaluation)","Time (Total)","Generations","Fitness (Train)","Fitness (Test)","Neurons","Connections"
"All (165K)",00:00:37,00:29:25,00:30:03,392,0.886195125780923,0.896037869046719,15,16
